         601965921 function calls (599366529 primitive calls) in 540.396 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.030    0.030 frame.py:4887(dropna)
   135614    0.029    0.000    0.029    0.000 {pandas._libs.lib.item_from_zerodim}
   225919    0.029    0.000    0.029    0.000 parsers.py:2348(<lambda>)
      417    0.006    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:1438(find_spec)
    23435    0.028    0.000    0.028    0.000 common.py:235(<listcomp>)
       19    0.000    0.000    0.028    0.001 missing.py:255(notna)
    94472    0.028    0.000    0.028    0.000 {pandas._libs.algos.ensure_platform_int}
        1    0.000    0.000    0.027    0.027 area_chart.py:3(<module>)
        1    0.000    0.000    0.027    0.027 styleable.py:3(<module>)
        1    0.000    0.000    0.027    0.027 frame.py:8383(count)
        1    0.000    0.000    0.026    0.026 students_by_year_of_birth.py:33(get_stats_in_total_for_urban_and_rural_areas)
     1333    0.001    0.000    0.026    0.000 algorithms.py:265(_get_values_for_rank)
        1    0.002    0.002    0.026    0.026 builtins.py:5(<module>)
        1    0.000    0.000    0.025    0.025 _chart.py:3(<module>)
      5/4    0.000    0.000    0.025    0.006 <frozen importlib._bootstrap_external>:1114(exec_module)
      5/4    0.013    0.003    0.024    0.006 {built-in method _imp.exec_dynamic}
     1351    0.005    0.000    0.024    0.000 algorithms.py:180(_reconstruct_data)
   119294    0.024    0.000    0.024    0.000 {pandas._libs.lib.is_iterator}
      686    0.005    0.000    0.024    0.000 multi.py:705(_set_levels)
       26    0.000    0.000    0.024    0.001 blocks.py:213(get_values)
    23445    0.018    0.000    0.024    0.000 base.py:5626(ensure_has_len)
    23587    0.018    0.000    0.024    0.000 base.py:520(is_)
       25    0.000    0.000    0.023    0.001 _decorators.py:307(wrapper)
       84    0.000    0.000    0.023    0.000 re.py:250(compile)
   163677    0.023    0.000    0.023    0.000 {method 'keys' of 'dict' objects}
      213    0.001    0.000    0.022    0.000 <frozen importlib._bootstrap>:558(module_from_spec)
    64138    0.022    0.000    0.022    0.000 managers.py:259(items)
     1286    0.002    0.000    0.022    0.000 <__array_function__ internals>:2(append)
       40    0.000    0.000    0.022    0.001 sre_compile.py:759(compile)
        1    0.000    0.000    0.022    0.022 frame.py:4373(replace)
        1    0.000    0.000    0.022    0.022 generic.py:6138(replace)
        1    0.000    0.000    0.021    0.021 managers.py:623(replace)
      4/3    0.000    0.000    0.021    0.007 blocks.py:682(replace)
        1    0.021    0.021    0.021    0.021 construction.py:643(<listcomp>)
      424    0.006    0.000    0.021    0.000 __init__.py:18(__new__)
    25656    0.021    0.000    0.021    0.000 {method 'ravel' of 'numpy.ndarray' objects}
    83525    0.020    0.000    0.020    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.020    0.020 blocks.py:2460(replace)
        1    0.000    0.000    0.020    0.020 blocks.py:2503(_replace_single)
    48913    0.020    0.000    0.020    0.000 base.py:590(dtype)
        1    0.000    0.000    0.020    0.020 _3d.py:3(<module>)
    92962    0.020    0.000    0.020    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.019    0.019 marker.py:3(<module>)
     1286    0.003    0.000    0.019    0.000 function_base.py:4690(append)
     1396    0.011    0.000    0.018    0.000 base.py:1646(is_unique)
    88721    0.018    0.000    0.018    0.000 base.py:1378(nlevels)
       22    0.000    0.000    0.018    0.001 blocks.py:340(apply)
       25    0.000    0.000    0.018    0.001 managers.py:1436(take)
       10    0.000    0.000    0.018    0.002 multi.py:1733(_sort_levels_monotonic)
        3    0.017    0.006    0.018    0.006 missing.py:26(mask_missing)
    46937    0.017    0.000    0.017    0.000 missing.py:75(clean_fill_method)
        1    0.000    0.000    0.017    0.017 students_per_teacher.py:22(get_stats_in_total_for_urban_and_rural_areas)
       98    0.000    0.000    0.017    0.000 missing.py:456(_array_equivalent_object)
        1    0.000    0.000    0.017    0.017 frame.py:4870(isna)
        1    0.000    0.000    0.017    0.017 managers.py:520(isna)
     2083    0.002    0.000    0.017    0.000 multi.py:720(<genexpr>)
       98    0.016    0.000    0.016    0.000 {pandas._libs.lib.array_equivalent_object}
        1    0.000    0.000    0.016    0.016 alignment.py:3(<module>)
       16    0.001    0.000    0.016    0.001 book.py:522(release_resources)
       20    0.000    0.000    0.016    0.001 generic.py:3355(_take_with_is_copy)
      686    0.004    0.000    0.015    0.000 multi.py:870(_set_codes)
    24141    0.015    0.000    0.015    0.000 common.py:1293(<lambda>)
       32    0.015    0.000    0.015    0.000 {method 'close' of 'mmap.mmap' objects}
        1    0.000    0.000    0.015    0.015 excel.py:4(<module>)
       20    0.000    0.000    0.015    0.001 generic.py:3256(take)
    23478    0.014    0.000    0.014    0.000 function.py:48(__call__)
       40    0.000    0.000    0.014    0.000 sre_parse.py:937(parse)
        8    0.000    0.000    0.014    0.002 frame.py:4038(drop)
        8    0.000    0.000    0.014    0.002 generic.py:3860(drop)
        8    0.000    0.000    0.014    0.002 generic.py:3896(_drop_axis)
        1    0.000    0.000    0.014    0.014 Image.py:27(<module>)
      650    0.002    0.000    0.014    0.000 numerictypes.py:599(find_common_type)
        5    0.000    0.000    0.013    0.003 <frozen importlib._bootstrap_external>:1106(create_module)
   124/40    0.001    0.000    0.013    0.000 sre_parse.py:435(_parse_sub)
        5    0.013    0.003    0.013    0.003 {built-in method _imp.create_dynamic}
      656    0.011    0.000    0.013    0.000 {method 'factorize' of 'pandas._libs.hashtable.PyObjectHashTable' objects}
     2747    0.003    0.000    0.013    0.000 cast.py:856(coerce_indexer_dtype)
   168/51    0.005    0.000    0.013    0.000 sre_parse.py:493(_parse)
        4    0.000    0.000    0.013    0.003 stats.py:29(group_by)
        1    0.000    0.000    0.013    0.013 manifest.py:3(<module>)
    14320    0.005    0.000    0.013    0.000 utf_16_le.py:15(decode)
       25    0.000    0.000    0.012    0.000 generic.py:4216(reindex)
       17    0.000    0.000    0.012    0.001 frame.py:4177(rename)
      2/1    0.000    0.000    0.012    0.012 mimetypes.py:66(__init__)
       18    0.001    0.000    0.012    0.001 cast.py:898(astype_nansafe)
    11040    0.008    0.000    0.012    0.000 biffh.py:239(upkbits)
       17    0.000    0.000    0.012    0.001 generic.py:782(rename)
        1    0.000    0.000    0.012    0.012 mimetypes.py:345(init)
      973    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
       17    0.000    0.000    0.012    0.001 parsers.py:2266(TextParser)
       16    0.000    0.000    0.012    0.001 parsers.py:1906(_cast_types)
       17    0.000    0.000    0.012    0.001 parsers.py:858(__init__)
      982    0.012    0.000    0.012    0.000 {built-in method posix.stat}
     1365    0.002    0.000    0.012    0.000 dtypes.py:186(_from_values_or_dtype)
        2    0.000    0.000    0.012    0.006 mimetypes.py:197(read)
       16    0.000    0.000    0.011    0.001 series.py:4814(notna)
        2    0.005    0.003    0.011    0.006 mimetypes.py:208(readfp)
       16    0.000    0.000    0.011    0.001 generic.py:7133(notna)
        1    0.000    0.000    0.011    0.011 shapes.py:3(<module>)
        1    0.000    0.000    0.011    0.011 frame.py:7754(join)
        1    0.000    0.000    0.011    0.011 frame.py:7878(_join_compat)
        1    0.000    0.000    0.011    0.011 merge.py:57(merge)
        8    0.000    0.000    0.011    0.001 frame.py:4017(reindex)
       17    0.000    0.000    0.011    0.001 parsers.py:1178(_make_engine)
       25    0.000    0.000    0.011    0.000 <__array_function__ internals>:2(vstack)
     2083    0.002    0.000    0.011    0.000 multi.py:880(<genexpr>)
        1    0.000    0.000    0.011    0.011 merge.py:664(get_result)
      432    0.002    0.000    0.011    0.000 __init__.py:9(__new__)
     1346    0.001    0.000    0.011    0.000 managers.py:1903(<lambda>)
       17    0.001    0.000    0.010    0.001 parsers.py:2329(__init__)
       25    0.000    0.000    0.010    0.000 shape_base.py:223(vstack)
      674    0.002    0.000    0.010    0.000 multi.py:692(levels)
    62734    0.010    0.000    0.010    0.000 managers.py:1075(value_getitem)
       16    0.010    0.001    0.010    0.001 {built-in method pandas._libs.lib.ensure_string_array}
     1300    0.008    0.000    0.010    0.000 numerictypes.py:575(_can_coerce_all)
       22    0.000    0.000    0.010    0.000 base.py:4532(argsort)
     1346    0.002    0.000    0.010    0.000 blocks.py:176(_consolidate_key)
        8    0.000    0.000    0.010    0.001 frame.py:3871(_reindex_axes)
        8    0.000    0.000    0.010    0.001 frame.py:3908(_reindex_columns)
        1    0.000    0.000    0.010    0.010 sequence.py:3(<module>)
       17    0.000    0.000    0.009    0.001 series.py:335(_init_dict)
        9    0.000    0.000    0.009    0.001 __init__.py:1(<module>)
    21740    0.009    0.000    0.009    0.000 fromnumeric.py:1823(_nonzero_dispatcher)
     1286    0.006    0.000    0.009    0.000 cast.py:643(infer_dtype_from_scalar)
     4055    0.009    0.000    0.009    0.000 {method 'tell' of '_io.BufferedReader' objects}
       17    0.000    0.000    0.009    0.001 frame.py:2930(_getitem_bool_array)
     2066    0.003    0.000    0.009    0.000 base.py:34(__init__)
        3    0.000    0.000    0.009    0.003 _writer.py:3(<module>)
     1286    0.001    0.000    0.009    0.000 <__array_function__ internals>:2(ravel)
    21740    0.009    0.000    0.009    0.000 numpy_.py:203(dtype)
        1    0.000    0.000    0.009    0.009 functions.py:3(<module>)
    23436    0.008    0.000    0.008    0.000 nanops.py:1290(check_below_min_count)
     3680    0.005    0.000    0.008    0.000 biffh.py:243(upkbitsL)
    23453    0.008    0.000    0.008    0.000 nanops.py:168(_get_fill_value)
     2087    0.008    0.000    0.008    0.000 {pandas._libs.algos.take_1d_int64_int64}
      674    0.001    0.000    0.008    0.000 multi.py:697(<listcomp>)
      642    0.001    0.000    0.008    0.000 cast.py:1503(cast_scalar_to_array)
       55    0.001    0.000    0.008    0.000 fonts.py:101(from_tree)
        5    0.000    0.000    0.008    0.002 concat.py:517(_get_new_axes)
        5    0.000    0.000    0.008    0.002 concat.py:519(<listcomp>)
    21740    0.008    0.000    0.008    0.000 numpy_.py:318(_values_for_argsort)
    23465    0.008    0.000    0.008    0.000 {method 'values' of 'dict' objects}
    24128    0.008    0.000    0.008    0.000 numeric.py:2383(_array_equal_dispatcher)
     1397    0.004    0.000    0.008    0.000 multi.py:3686(_coerce_indexer_frozen)
     2300    0.003    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
    24387    0.008    0.000    0.008    0.000 multiarray.py:143(concatenate)
      222    0.008    0.000    0.008    0.000 {built-in method io.open_code}
      213    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
       16    0.000    0.000    0.008    0.000 series.py:4084(apply)
        6    0.008    0.001    0.008    0.001 {pandas._libs.algos.take_2d_axis0_object_object}
    23437    0.007    0.000    0.007    0.000 base.py:3250(_convert_list_indexer)
       17    0.000    0.000    0.007    0.000 construction.py:600(create_series_with_explicit_dtype)
        6    0.000    0.000    0.007    0.001 concat.py:31(concatenate_block_managers)
      294    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
       16    0.001    0.000    0.007    0.000 book.py:1005(names_epilogue)
    54122    0.007    0.000    0.007    0.000 {built-in method builtins.divmod}
        5    0.000    0.000    0.007    0.001 sorting.py:194(lexsort_indexer)
     4064    0.007    0.000    0.007    0.000 {method 'seek' of '_io.BufferedReader' objects}
       40    0.000    0.000    0.007    0.000 sre_compile.py:598(_code)
      321    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
    14320    0.007    0.000    0.007    0.000 {built-in method _codecs.utf_16_le_decode}
        9    0.000    0.000    0.007    0.001 sorting.py:521(compress_group_index)
     3158    0.005    0.000    0.007    0.000 indexing.py:2126(convert_to_index_sliceable)
     2712    0.007    0.000    0.007    0.000 {pandas._libs.algos.ensure_int8}
    23436    0.007    0.000    0.007    0.000 base.py:3108(_get_partial_string_timestamp_match_key)
       23    0.000    0.000    0.007    0.000 managers.py:1293(<listcomp>)
       93    0.000    0.000    0.007    0.000 generic.py:5210(_consolidate_inplace)
     1340    0.002    0.000    0.006    0.000 <__array_function__ internals>:2(can_cast)
    23435    0.006    0.000    0.006    0.000 indexing.py:913(_validate_key)
     1286    0.002    0.000    0.006    0.000 fromnumeric.py:1716(ravel)
       93    0.000    0.000    0.006    0.000 generic.py:5213(f)
       12    0.006    0.000    0.006    0.001 ops.py:598(_aggregate)
       17    0.000    0.000    0.006    0.000 common.py:356(get_handle)
    23435    0.006    0.000    0.006    0.000 managers.py:1636(_consolidate_inplace)
        5    0.000    0.000    0.006    0.001 concat.py:524(_get_comb_axis)
        5    0.000    0.000    0.006    0.001 api.py:65(get_objs_combined_axis)
      256    0.002    0.000    0.006    0.000 formula.py:752(evaluate_name_formula)
        5    0.000    0.000    0.006    0.001 api.py:109(_get_combined_index)
      272    0.003    0.000    0.006    0.000 book.py:1272(getbof)
       93    0.000    0.000    0.006    0.000 managers.py:970(consolidate)
        4    0.000    0.000    0.006    0.001 groupby.py:1345(mean)
      144    0.001    0.000    0.006    0.000 formatting.py:525(handle_format)
   342/40    0.002    0.000    0.006    0.000 sre_compile.py:71(_compile)
        4    0.000    0.000    0.006    0.001 ops.py:276(group_info)
        4    0.000    0.000    0.006    0.001 ops.py:293(_get_compressed_codes)
        5    0.000    0.000    0.006    0.001 sorting.py:182(indexer_from_factorized)
        1    0.000    0.000    0.006    0.006 excel.py:203(read_worksheets)
        1    0.000    0.000    0.005    0.005 __init__.py:29(defusedxml_available)
     3197    0.004    0.000    0.005    0.000 frozen.py:66(__getitem__)
        1    0.000    0.000    0.005    0.005 api.py:161(union_indexes)
       15    0.000    0.000    0.005    0.000 multi.py:3283(union)
        1    0.000    0.000    0.005    0.005 defined_name.py:3(<module>)
        3    0.000    0.000    0.005    0.002 table.py:3(<module>)
     1365    0.004    0.000    0.005    0.000 categorical.py:631(codes)
      416    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:301(cache_from_source)
      256    0.005    0.000    0.005    0.000 sheet.py:594(tidy_dimensions)
      447    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1272(_path_importer_cache)
      641    0.005    0.000    0.005    0.000 {pandas._libs.lib.fast_zip}
        1    0.000    0.000    0.005    0.005 book.py:5(<module>)
       84    0.002    0.000    0.005    0.000 managers.py:238(_rebuild_blknos_and_blklocs)
    21740    0.005    0.000    0.005    0.000 base.py:1385(_sort_levels_monotonic)
        1    0.000    0.000    0.005    0.005 _read_only.py:34(__init__)
        1    0.000    0.000    0.005    0.005 _read_only.py:44(_get_size)
     8585    0.005    0.000    0.005    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.005    0.005 stylesheet.py:182(apply_stylesheet)
        1    0.000    0.000    0.005    0.005 _reader.py:158(parse_dimensions)
    25505    0.005    0.000    0.005    0.000 base.py:561(<lambda>)
        4    0.000    0.000    0.004    0.001 concat.py:306(_concatenate_join_units)
        1    0.000    0.000    0.004    0.004 text.py:2(<module>)
      254    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:156(__enter__)
     1351    0.001    0.000    0.004    0.000 algorithms.py:223(_ensure_arraylike)
        1    0.000    0.000    0.004    0.004 _write_only.py:4(<module>)
       17    0.000    0.000    0.004    0.000 base.py:4819(_transform_index)
      421    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:385(cached)
       27    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1259(_path_hooks)
        1    0.000    0.000    0.004    0.004 __init__.py:6(<module>)
        1    0.000    0.000    0.004    0.004 api.py:1(<module>)
        2    0.000    0.000    0.004    0.002 managers.py:1836(_multi_blockify)
      144    0.003    0.000    0.004    0.000 formatting.py:462(is_date_format_string)
     2300    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
       57    0.000    0.000    0.004    0.000 fonts.py:69(__init__)
        9    0.004    0.000    0.004    0.000 {method 'get_labels_groupby' of 'pandas._libs.hashtable.Int64HashTable' objects}
        1    0.000    0.000    0.004    0.004 ElementTree.py:1(<module>)
        1    0.000    0.000    0.004    0.004 stylesheet.py:96(from_tree)
        4    0.000    0.000    0.004    0.001 concat.py:316(<listcomp>)
        4    0.000    0.000    0.004    0.001 concat.py:233(get_reindexed_values)
        1    0.000    0.000    0.004    0.004 merge.py:866(_get_join_info)
     1128    0.001    0.000    0.004    0.000 base.py:160(__set__)
        1    0.000    0.000    0.004    0.004 chartsheet.py:3(<module>)
      213    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:431(_get_cached)
        4    0.000    0.000    0.004    0.001 groupby.py:1557(max)
        1    0.000    0.000    0.004    0.004 merge.py:860(_get_join_indexers)
        4    0.000    0.000    0.004    0.001 sorting.py:159(decons_obs_group_ids)
        1    0.000    0.000    0.004    0.004 merge.py:1306(_get_join_indexers)
       12    0.000    0.000    0.004    0.000 generic.py:1656(_get_data_to_aggregate)
       19    0.004    0.000    0.004    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
        4    0.004    0.001    0.004    0.001 sorting.py:139(decons_group_index)
     1943    0.002    0.000    0.004    0.000 base.py:573(__array__)
        4    0.000    0.000    0.004    0.001 base.py:201(_obj_with_exclusions)
     2562    0.003    0.000    0.004    0.000 mimetypes.py:80(add_type)
     2407    0.003    0.000    0.004    0.000 base.py:18(__init__)
        9    0.003    0.000    0.004    0.000 sorting.py:23(get_group_index)
      660    0.004    0.000    0.004    0.000 {pandas._libs.lib.to_object_array_tuples}
        1    0.000    0.000    0.004    0.004 drawings.py:1(<module>)
        1    0.000    0.000    0.004    0.004 fill.py:4(<module>)
     4028    0.004    0.000    0.004    0.000 zipfile.py:1515(<lambda>)
       17    0.000    0.000    0.004    0.000 series.py:4806(isna)
       17    0.000    0.000    0.003    0.000 generic.py:7066(isna)
        1    0.000    0.000    0.003    0.003 common.py:6(<module>)
        5    0.000    0.000    0.003    0.001 multi.py:2178(_get_codes_for_sorting)
      597    0.001    0.000    0.003    0.000 base.py:102(__set__)
        5    0.000    0.000    0.003    0.001 multi.py:2193(<listcomp>)
        2    0.000    0.000    0.003    0.002 merge.py:1876(_factorize_keys)
       31    0.000    0.000    0.003    0.000 base.py:237(__init__)
        1    0.000    0.000    0.003    0.003 base.py:4(<module>)
        1    0.000    0.000    0.003    0.003 excel.py:147(read_workbook)
     2773    0.002    0.000    0.003    0.000 common.py:348(is_datetime64_dtype)
       19    0.000    0.000    0.003    0.000 blocks.py:514(astype)
     4020    0.002    0.000    0.003    0.000 dtypes.py:446(validate_ordered)
       15    0.000    0.000    0.003    0.000 categorical.py:561(from_codes)
        5    0.000    0.000    0.003    0.001 sorting.py:541(_reorder_by_uniques)
      294    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
        8    0.000    0.000    0.003    0.000 base.py:5262(drop)
      256    0.001    0.000    0.003    0.000 book.py:945(handle_name)
      643    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(bincount)
        1    0.000    0.000    0.003    0.003 indexing.py:893(_getbool_axis)
        2    0.000    0.000    0.003    0.001 merge.py:1329(<genexpr>)
       27    0.002    0.000    0.003    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.003    0.003 chartspace.py:1(<module>)
        2    0.003    0.001    0.003    0.001 {method 'factorize' of 'pandas._libs.hashtable.Factorizer' objects}
        1    0.000    0.000    0.003    0.003 cache.py:3(<module>)
       17    0.000    0.000    0.002    0.000 generic.py:1319(__invert__)
        4    0.000    0.000    0.002    0.001 frame.py:6401(groupby)
        1    0.000    0.000    0.002    0.002 geometry.py:3(<module>)
        1    0.000    0.000    0.002    0.002 child.py:3(<module>)
        4    0.000    0.000    0.002    0.001 groupby.py:483(__init__)
       29    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1486(_fill_cache)
        4    0.000    0.000    0.002    0.001 grouper.py:610(get_grouper)
       17    0.000    0.000    0.002    0.000 generic.py:11562(logical_func)
       65    0.000    0.000    0.002    0.000 alignment.py:45(__init__)
        1    0.000    0.000    0.002    0.002 workbook.py:31(__init__)
        1    0.000    0.000    0.002    0.002 workbook.py:58(__init__)
     1335    0.002    0.000    0.002    0.000 categorical.py:384(categories)
        3    0.000    0.000    0.002    0.001 __init__.py:70(search_function)
      643    0.001    0.000    0.002    0.000 base.py:492(_get_attributes_dict)
      642    0.001    0.000    0.002    0.000 inference.py:360(is_sequence)
     1435    0.001    0.000    0.002    0.000 base.py:66(_reset_cache)
        6    0.000    0.000    0.002    0.000 base.py:4136(append)
      256    0.001    0.000    0.002    0.000 book.py:733(handle_boundsheet)
        1    0.000    0.000    0.002    0.002 text.py:4(<module>)
        6    0.002    0.000    0.002    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
        6    0.000    0.000    0.002    0.000 base.py:4164(_concat)
        1    0.000    0.000    0.002    0.002 series_factory.py:3(<module>)
       10    0.000    0.000    0.002    0.000 multi.py:1677(is_lexsorted)
       52    0.000    0.000    0.002    0.000 named_styles.py:51(__init__)
       52    0.000    0.000    0.002    0.000 fills.py:57(from_tree)
      213    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1433(_get_spec)
       10    0.000    0.000    0.002    0.000 multi.py:1711(lexsort_depth)
       16    0.000    0.000    0.002    0.000 base.py:1309(is_unique)
       10    0.000    0.000    0.002    0.000 multi.py:1718(_lexsort_depth)
      416    0.001    0.000    0.002    0.000 biffh.py:262(unpack_unicode)
        5    0.000    0.000    0.002    0.000 concat.py:534(_get_concat_axis)
     5220    0.002    0.000    0.002    0.000 numerictypes.py:584(<listcomp>)
        3    0.000    0.000    0.002    0.001 blocks.py:898(putmask)
        8    0.000    0.000    0.002    0.000 groupby.py:655(_set_group_selection)
       16    0.001    0.000    0.002    0.000 {pandas._libs.lib.map_infer}
       17    0.000    0.000    0.002    0.000 base.py:1255(unique)
      141    0.000    0.000    0.002    0.000 colors.py:80(__init__)
        5    0.000    0.000    0.002    0.000 concat.py:591(_concat_indexes)
      168    0.001    0.000    0.002    0.000 base.py:119(__init__)
      264    0.002    0.000    0.002    0.000 {method '__exit__' of '_io._IOBase' objects}
       16    0.000    0.000    0.002    0.000 base.py:1269(nunique)
       29    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
       17    0.000    0.000    0.002    0.000 series.py:4404(reindex)
        3    0.000    0.000    0.002    0.001 protection.py:3(<module>)
       64    0.000    0.000    0.002    0.000 compdoc.py:34(__init__)
       18    0.000    0.000    0.002    0.000 algorithms.py:311(unique)
      109    0.000    0.000    0.002    0.000 managers.py:132(__init__)
       16    0.000    0.000    0.002    0.000 series.py:1820(unique)
     2210    0.001    0.000    0.002    0.000 sre_parse.py:164(__getitem__)
       52    0.000    0.000    0.002    0.000 fills.py:96(_from_tree)
        1    0.000    0.000    0.002    0.002 named_styles.py:3(<module>)
      544    0.002    0.000    0.002    0.000 book.py:666(get2bytes)
        1    0.000    0.000    0.002    0.002 filters.py:4(<module>)
        2    0.002    0.001    0.002    0.001 {method 'factorize' of 'pandas._libs.hashtable.Int64HashTable' objects}
        1    0.000    0.000    0.002    0.002 comment_sheet.py:4(<module>)
       35    0.001    0.000    0.002    0.000 {pandas._libs.lib.clean_index_list}
      579    0.001    0.000    0.002    0.000 named_styles.py:76(__setattr__)
        2    0.000    0.000    0.002    0.001 colors.py:3(<module>)
        1    0.000    0.000    0.002    0.002 series.py:4(<module>)
      208    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1017(path_stats)
      256    0.000    0.000    0.002    0.000 formula.py:2130(rangename3d)
      254    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:160(__exit__)
       30    0.001    0.000    0.002    0.000 {pandas._libs.algos.is_lexsorted}
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
       17    0.000    0.000    0.002    0.000 generic.py:5395(astype)
       18    0.000    0.000    0.002    0.000 indexing.py:2151(check_bool_indexer)
     1190    0.001    0.000    0.002    0.000 sre_parse.py:254(get)
      402    0.000    0.000    0.002    0.000 base.py:82(__set__)
        1    0.000    0.000    0.002    0.002 _read_only.py:3(<module>)
      208    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:500(_classify_pyc)
     6810    0.002    0.000    0.002    0.000 dtypes.py:537(categories)
       50    0.000    0.000    0.002    0.000 generic.py:4449(<genexpr>)
        1    0.000    0.000    0.002    0.002 graphic.py:3(<module>)
      270    0.000    0.000    0.002    0.000 borders.py:49(__init__)
        1    0.000    0.000    0.002    0.002 series.py:4645(isin)
      713    0.001    0.000    0.002    0.000 base.py:140(__set__)
     2770    0.002    0.000    0.002    0.000 {method 'view' of 'numpy.ndarray' objects}
       55    0.000    0.000    0.002    0.000 borders.py:87(__init__)
        1    0.000    0.000    0.002    0.002 header_footer.py:5(<module>)
        1    0.000    0.000    0.002    0.002 effect.py:3(<module>)
        7    0.000    0.000    0.002    0.000 concat.py:110(concat_compat)
      102    0.000    0.000    0.002    0.000 base.py:136(__init__)
  411/113    0.001    0.000    0.002    0.000 sre_parse.py:174(getwidth)
       12    0.000    0.000    0.001    0.000 generic.py:1741(_wrap_agged_blocks)
        7    0.000    0.000    0.001    0.000 sequence.py:84(from_tree)
        7    0.000    0.000    0.001    0.000 sequence.py:85(<listcomp>)
        1    0.000    0.000    0.001    0.001 algorithms.py:407(isin)
       17    0.000    0.000    0.001    0.000 nanops.py:396(nanany)
       50    0.000    0.000    0.001    0.000 merge.py:23(__init__)
      294    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:87(acquire)
      294    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:112(release)
        9    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_2d_axis0_int64_int64}
        1    0.000    0.000    0.001    0.001 workbook.py:90(_setup_styles)
       25    0.000    0.000    0.001    0.000 base.py:4278(identical)
        3    0.000    0.000    0.001    0.000 blocks.py:775(<listcomp>)
        1    0.000    0.000    0.001    0.001 rule.py:3(<module>)
        1    0.000    0.000    0.001    0.001 sheet.py:6(<module>)
       50    0.000    0.000    0.001    0.000 cell_range.py:47(__init__)
       95    0.001    0.000    0.001    0.000 sre_compile.py:276(_optimize_charset)
        1    0.000    0.000    0.001    0.001 excel.py:122(__init__)
        1    0.000    0.000    0.001    0.001 excel.py:67(_validate_archive)
        1    0.000    0.000    0.001    0.001 frame.py:8531(_reduce)
      213    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:636(spec_from_file_location)
        1    0.000    0.000    0.001    0.001 zipfile.py:1206(__init__)
        1    0.001    0.001    0.001    0.001 {pandas._libs.hashtable.ismember_object}
       40    0.000    0.000    0.001    0.000 sre_compile.py:536(_compile_info)
      820    0.001    0.000    0.001    0.000 {method 'fill' of 'numpy.ndarray' objects}
       27    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1527(path_hook_for_FileFinder)
       16    0.001    0.000    0.001    0.000 formatting.py:689(fill_in_standard_formats)
       25    0.000    0.000    0.001    0.000 indexed_list.py:47(add)
     3907    0.001    0.000    0.001    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
       37    0.000    0.000    0.001    0.000 common.py:1123(is_datetimelike_v_numeric)
     1841    0.001    0.000    0.001    0.000 sre_parse.py:233(__next)
        1    0.000    0.000    0.001    0.001 blocks.py:2410(convert)
        1    0.000    0.000    0.001    0.001 connector.py:3(<module>)
        1    0.000    0.000    0.001    0.001 blocks.py:408(split_and_operate)
        1    0.000    0.000    0.001    0.001 zipfile.py:1316(_RealGetContents)
       17    0.000    0.000    0.001    0.000 parsers.py:1341(_validate_usecols_arg)
     4028    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.001    0.001 borders.py:3(<module>)
        1    0.000    0.000    0.001    0.001 dimensions.py:3(<module>)
