         601965921 function calls (599366529 primitive calls) in 540.396 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 layout.py:61(Layout)
       39    0.000    0.000    0.000    0.000 grouper.py:579(group_index)
        1    0.000    0.000    0.000    0.000 numbers.py:171(NumberFormatList)
        1    0.000    0.000    0.000    0.000 related.py:7(Related)
        1    0.000    0.000    0.000    0.000 data_source.py:185(MultiLevelStrData)
       17    0.000    0.000    0.000    0.000 common.py:140(is_fsspec_url)
        1    0.000    0.000    0.000    0.000 external.py:105(ExternalDefinedName)
        1    0.000    0.000    0.000    0.000 filters.py:150(CustomFilter)
        1    0.000    0.000    0.000    0.000 generic.py:1394(_is_level_reference)
       17    0.000    0.000    0.000    0.000 parsers.py:3085(_check_thousands)
       10    0.000    0.000    0.000    0.000 zipfile.py:1425(getinfo)
        1    0.000    0.000    0.000    0.000 effect.py:69(FillOverlayEffect)
        1    0.000    0.000    0.000    0.000 workbook.py:30(FileRecoveryProperties)
        1    0.000    0.000    0.000    0.000 fills.py:122(Stop)
        1    0.000    0.000    0.000    0.000 table.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 data_source.py:119(StrData)
        1    0.000    0.000    0.000    0.000 table.py:616(AutoSortScope)
        3    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 text.py:65(InlineFont)
        1    0.000    0.000    0.000    0.000 table.py:70(TableStyleList)
        1    0.000    0.000    0.000    0.000 timemachine.py:10(<module>)
        1    0.000    0.000    0.000    0.000 views.py:37(ChartsheetViewList)
        1    0.000    0.000    0.000    0.000 data_source.py:138(StrRef)
        1    0.000    0.000    0.000    0.000 pie_chart.py:76(PieChart3D)
        1    0.000    0.000    0.000    0.000 table.py:29(<listcomp>)
       17    0.000    0.000    0.000    0.000 parsers.py:1311(_validate_skipfooter_arg)
        1    0.000    0.000    0.000    0.000 codecs.py:1071(<dictcomp>)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        1    0.000    0.000    0.000    0.000 external.py:63(ExternalSheetData)
        1    0.000    0.000    0.000    0.000 record.py:34(Record)
        1    0.000    0.000    0.000    0.000 blocks.py:706(<listcomp>)
       17    0.000    0.000    0.000    0.000 parsers.py:3337(_make_date_converter)
        1    0.000    0.000    0.000    0.000 line.py:55(DashStop)
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       51    0.000    0.000    0.000    0.000 parsers.py:1235(_is_index_col)
        1    0.000    0.000    0.000    0.000 table.py:439(ChartFormat)
        1    0.000    0.000    0.000    0.000 cell_range.py:420(MultiCellRange)
        4    0.000    0.000    0.000    0.000 indexing.py:1586(<genexpr>)
        8    0.000    0.000    0.000    0.000 concat.py:493(<genexpr>)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:119(AbsoluteAnchor)
        1    0.000    0.000    0.000    0.000 cache.py:503(FieldsUsage)
        1    0.000    0.000    0.000    0.000 effect.py:107(BlurEffect)
       51    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       17    0.000    0.000    0.000    0.000 grouper.py:714(<genexpr>)
        1    0.000    0.000    0.000    0.000 effect.py:216(InnerShadowEffect)
        1    0.000    0.000    0.000    0.000 cache.py:49(MeasureDimensionMap)
        1    0.000    0.000    0.000    0.000 properties.py:20(__init__)
        1    0.000    0.000    0.000    0.000 data_source.py:104(StrVal)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:150(OneCellAnchor)
        1    0.000    0.000    0.000    0.000 record.py:61(RecordList)
        1    0.000    0.000    0.000    0.000 series.py:50(SeriesLabel)
        1    0.000    0.000    0.000    0.000 text.py:286(Spacing)
       16    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 manifest.py:87(Manifest)
        1    0.000    0.000    0.000    0.000 construction.py:651(_validate_or_indexify_columns)
       14    0.000    0.000    0.000    0.000 concat.py:144(<genexpr>)
       16    0.000    0.000    0.000    0.000 book.py:105(<listcomp>)
       33    0.000    0.000    0.000    0.000 sequence.py:116(__init__)
        1    0.000    0.000    0.000    0.000 properties.py:90(NonVisualGroupDrawingShapeProps)
        1    0.000    0.000    0.000    0.000 _write_only.py:16(WriteOnlyWorksheet)
       12    0.000    0.000    0.000    0.000 nested.py:97(from_tree)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:236(SpreadsheetDrawing)
        1    0.000    0.000    0.000    0.000 cell_style.py:159(CellStyleList)
        2    0.000    0.000    0.000    0.000 datetime.py:54(<dictcomp>)
        1    0.000    0.000    0.000    0.000 geometry.py:461(GeomGuideList)
       25    0.000    0.000    0.000    0.000 concat.py:476(<genexpr>)
        1    0.000    0.000    0.000    0.000 protection.py:7(Protection)
       38    0.000    0.000    0.000    0.000 common.py:194(<genexpr>)
        1    0.000    0.000    0.000    0.000 table.py:36(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1323(_fixupParents)
        1    0.000    0.000    0.000    0.000 fields.py:27(Tuple)
        8    0.000    0.000    0.000    0.000 cast.py:1487(<genexpr>)
        1    0.000    0.000    0.000    0.000 label.py:74(DataLabel)
        8    0.000    0.000    0.000    0.000 groupby.py:697(__getattr__)
        1    0.000    0.000    0.000    0.000 axis.py:40(ChartLines)
        1    0.000    0.000    0.000    0.000 fill.py:150(LinearShadeProperties)
        1    0.000    0.000    0.000    0.000 table.py:204(MemberList)
       10    0.000    0.000    0.000    0.000 jdcal.py:51(ipart)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:47(AnchorClientData)
        1    0.000    0.000    0.000    0.000 read_only.py:10(ReadOnlyCell)
        1    0.000    0.000    0.000    0.000 sheet.py:50(Sheet)
        1    0.000    0.000    0.000    0.000 numbers.py:158(NumberFormat)
       34    0.000    0.000    0.000    0.000 _collections_abc.py:279(__subclasshook__)
       24    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 sorting.py:131(is_int64_overflow_possible)
        1    0.000    0.000    0.000    0.000 effect.py:48(HSLEffect)
        1    0.000    0.000    0.000    0.000 table.py:30(<listcomp>)
        3    0.000    0.000    0.000    0.000 common.py:197(any_not_none)
        1    0.000    0.000    0.000    0.000 cell.py:92(Cell)
        6    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
        1    0.000    0.000    0.000    0.000 cache.py:386(GroupMembers)
        1    0.000    0.000    0.000    0.000 blocks.py:2402(is_bool)
        1    0.000    0.000    0.000    0.000 fields.py:43(TupleList)
        1    0.000    0.000    0.000    0.000 cache.py:194(Query)
       16    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 table.py:347(__init__)
        1    0.000    0.000    0.000    0.000 cache.py:604(GroupItems)
        1    0.000    0.000    0.000    0.000 _read_only.py:18(ReadOnlyWorksheet)
        1    0.000    0.000    0.000    0.000 fields.py:15(Index)
       13    0.000    0.000    0.000    0.000 grouper.py:761(is_in_obj)
        1    0.000    0.000    0.000    0.000 surface_chart.py:101(SurfaceChart)
       35    0.000    0.000    0.000    0.000 _collections_abc.py:311(__subclasshook__)
        1    0.000    0.000    0.000    0.000 function_group.py:22(FunctionGroupList)
        1    0.000    0.000    0.000    0.000 cache.py:79(PivotDimension)
        1    0.000    0.000    0.000    0.000 cache.py:158(ServerFormat)
        1    0.000    0.000    0.000    0.000 web.py:42(WebPublishObjectList)
        1    0.000    0.000    0.000    0.000 effect.py:195(GlowEffect)
       68    0.000    0.000    0.000    0.000 parse.py:100(_noop)
        1    0.000    0.000    0.000    0.000 views.py:134(SheetViewList)
        1    0.000    0.000    0.000    0.000 workbook.py:66(__init__)
        1    0.000    0.000    0.000    0.000 datavalidation.py:169(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:152(__subclasshook__)
        1    0.000    0.000    0.000    0.000 effect.py:33(LuminanceEffect)
        1    0.000    0.000    0.000    0.000 graphic.py:69(NonVisualGraphicFrameProperties)
        1    0.000    0.000    0.000    0.000 scenario.py:85(__init__)
        4    0.000    0.000    0.000    0.000 base.py:3841(values)
        1    0.000    0.000    0.000    0.000 text.py:51(Text)
       45    0.000    0.000    0.000    0.000 cell.py:105(get_column_letter)
        3    0.000    0.000    0.000    0.000 blocks.py:2882(_extract_bool_array)
        1    0.000    0.000    0.000    0.000 child.py:37(_WorkbookChild)
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
        2    0.000    0.000    0.000    0.000 generic.py:1450(<genexpr>)
       25    0.000    0.000    0.000    0.000 fromnumeric.py:1000(_argsort_dispatcher)
       13    0.000    0.000    0.000    0.000 grouper.py:573(result_index)
        1    0.000    0.000    0.000    0.000 config.py:86(_get_single_key)
       25    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 cache.py:931(WorksheetSource)
        1    0.000    0.000    0.000    0.000 properties.py:140(__init__)
        1    0.000    0.000    0.000    0.000 named_styles.py:237(_NamedCellStyleList)
        1    0.000    0.000    0.000    0.000 geometry.py:434(ConnectionSiteList)
       17    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 graphic.py:105(GraphicData)
        2    0.000    0.000    0.000    0.000 dimensions.py:190(__init__)
       13    0.000    0.000    0.000    0.000 grouper.py:830(_is_label_like)
        1    0.000    0.000    0.000    0.000 styleable.py:116(StyleableObject)
        1    0.000    0.000    0.000    0.000 cache.py:211(QueryCache)
        1    0.000    0.000    0.000    0.000 filters.py:321(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:287(update)
        1    0.000    0.000    0.000    0.000 geometry.py:379(Path2DList)
       10    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x7fa2e632cd30}
        1    0.000    0.000    0.000    0.000 relation.py:11(SheetBackgroundPicture)
        1    0.000    0.000    0.000    0.000 properties.py:32(PageSetupProperties)
        1    0.000    0.000    0.000    0.000 cache.py:911(Consolidation)
        1    0.000    0.000    0.000    0.000 named_styles.py:189(append)
        1    0.000    0.000    0.000    0.000 graphic.py:84(NonVisualGraphicFrame)
       12    0.000    0.000    0.000    0.000 cell_style.py:56(__hash__)
        1    0.000    0.000    0.000    0.000 effect.py:163(AlphaModulateEffect)
        1    0.000    0.000    0.000    0.000 data_source.py:157(NumDataSource)
        4    0.000    0.000    0.000    0.000 ops.py:245(names)
        1    0.000    0.000    0.000    0.000 __init__.py:1392(__init__)
        1    0.000    0.000    0.000    0.000 jdcal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:507(get_sheet_by_index)
        1    0.000    0.000    0.000    0.000 differential.py:54(DifferentialStyleList)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 table.py:90(TableFormula)
        1    0.000    0.000    0.000    0.000 text.py:564(GeomGuide)
        1    0.000    0.000    0.000    0.000 table.py:163(PivotFilters)
        1    0.000    0.000    0.000    0.000 picture.py:91(PictureNonVisual)
        1    0.000    0.000    0.000    0.000 table.py:337(TablePartList)
        1    0.000    0.000    0.000    0.000 drawing.py:7(Drawing)
        1    0.000    0.000    0.000    0.000 inference.py:134(is_re)
        1    0.000    0.000    0.000    0.000 function_group.py:10(FunctionGroup)
        1    0.000    0.000    0.000    0.000 filters.py:106(ColorFilter)
        1    0.000    0.000    0.000    0.000 cache.py:640(DiscretePr)
        4    0.000    0.000    0.000    0.000 indexing.py:1583(<genexpr>)
       13    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 geometry.py:569(StyleMatrixReference)
        1    0.000    0.000    0.000    0.000 merge.py:973(<lambda>)
        5    0.000    0.000    0.000    0.000 concat.py:511(_get_result_dim)
        1    0.000    0.000    0.000    0.000 chartspace.py:121(ExternalData)
        1    0.000    0.000    0.000    0.000 properties.py:159(NonVisualGroupShape)
       13    0.000    0.000    0.000    0.000 zipfile.py:460(_decodeExtra)
        1    0.000    0.000    0.000    0.000 manifest.py:62(Override)
       17    0.000    0.000    0.000    0.000 parsers.py:1221(_create_index)
        1    0.000    0.000    0.000    0.000 excel.py:58(Extension)
        1    0.000    0.000    0.000    0.000 dimensions.py:282(SheetDimension)
        8    0.000    0.000    0.000    0.000 cast.py:1489(<genexpr>)
       17    0.000    0.000    0.000    0.000 parsers.py:3118(_clear_buffer)
        1    0.000    0.000    0.000    0.000 publish.py:45(WebPublishItems)
        2    0.000    0.000    0.000    0.000 dtypes.py:694(construct_from_string)
        1    0.000    0.000    0.000    0.000 connector.py:102(ShapeMeta)
       11    0.000    0.000    0.000    0.000 zipfile.py:662(_check_compression)
        2    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:213(_EndRecData64)
        1    0.000    0.000    0.000    0.000 external_reference.py:11(ExternalReference)
        1    0.000    0.000    0.000    0.000 cp437.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 _writer.py:44(WorksheetWriter)
       33    0.000    0.000    0.000    0.000 common.py:180(<genexpr>)
        1    0.000    0.000    0.000    0.000 relation.py:9(ChartRelation)
        1    0.000    0.000    0.000    0.000 cache.py:261(OLAPSets)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1095(__init__)
        1    0.000    0.000    0.000    0.000 author.py:11(AuthorList)
       12    0.000    0.000    0.000    0.000 cast.py:1478(<genexpr>)
        1    0.000    0.000    0.000    0.000 cache.py:430(Groups)
        1    0.000    0.000    0.000    0.000 external.py:48(ExternalRow)
        1    0.000    0.000    0.000    0.000 cache.py:64(MeasureGroup)
        1    0.000    0.000    0.000    0.000 comments.py:4(Comment)
        1    0.000    0.000    0.000    0.000 _chart.py:26(AxId)
        1    0.000    0.000    0.000    0.000 inference.py:391(is_dataclass)
        5    0.000    0.000    0.000    0.000 borders.py:105(__iter__)
       52    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 dimensions.py:288(__init__)
        7    0.000    0.000    0.000    0.000 concat.py:147(<setcomp>)
        1    0.000    0.000    0.000    0.000 effect.py:130(AlphaReplaceEffect)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:33(getregentry)
       19    0.000    0.000    0.000    0.000 codecs.py:331(getstate)
        1    0.000    0.000    0.000    0.000 filters.py:166(CustomFilters)
        9    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cache.py:476(GroupLevels)
        1    0.000    0.000    0.000    0.000 colors.py:149(ColorList)
        2    0.000    0.000    0.000    0.000 hyperlink.py:44(__init__)
       31    0.000    0.000    0.000    0.000 {built-in method math.isnan}
        1    0.000    0.000    0.000    0.000 text.py:276(TabStopList)
       17    0.000    0.000    0.000    0.000 range.py:237(stop)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connector.py:21(Connection)
       17    0.000    0.000    0.000    0.000 grouper.py:713(<genexpr>)
       16    0.000    0.000    0.000    0.000 construction.py:274(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1805(__del__)
       48    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 managers.py:707(any_extension_types)
       16    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 _openpyxl.py:482(_workbook_class)
        2    0.000    0.000    0.000    0.000 dtypes.py:1065(construct_from_string)
       20    0.000    0.000    0.000    0.000 multiarray.py:1089(putmask)
        1    0.000    0.000    0.000    0.000 workbook.py:78(PivotCache)
       20    0.000    0.000    0.000    0.000 base.py:2480(_validate_sort_keyword)
        1    0.000    0.000    0.000    0.000 tokenizer.py:324(Token)
        1    0.000    0.000    0.000    0.000 text.py:493(LineBreak)
       17    0.000    0.000    0.000    0.000 parsers.py:1537(<setcomp>)
        1    0.000    0.000    0.000    0.000 merge.py:1198(_validate_specification)
       25    0.000    0.000    0.000    0.000 concat.py:483(<genexpr>)
        1    0.000    0.000    0.000    0.000 relationship.py:55(RelationshipList)
        1    0.000    0.000    0.000    0.000 series.py:173(XYSeries)
        2    0.000    0.000    0.000    0.000 dtypes.py:853(construct_from_string)
        7    0.000    0.000    0.000    0.000 manifest.py:157(findall)
        2    0.000    0.000    0.000    0.000 managers.py:1895(<listcomp>)
       24    0.000    0.000    0.000    0.000 common.py:215(<genexpr>)
        3    0.000    0.000    0.000    0.000 ElementTree.py:1571(_setevents)
        1    0.000    0.000    0.000    0.000 multi.py:1463(<listcomp>)
        6    0.000    0.000    0.000    0.000 ElementTree.py:1663(_default)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        2    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 connector.py:34(ConnectorLocking)
        2    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 properties.py:39(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
       15    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 api.py:233(_sanitize_and_check)
        4    0.000    0.000    0.000    0.000 managers.py:752(<listcomp>)
        1    0.000    0.000    0.000    0.000 worksheet.py:453(rows)
        1    0.000    0.000    0.000    0.000 pie_chart.py:114(CustomSplit)
        1    0.000    0.000    0.000    0.000 _reader.py:85(WorkSheetParser)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:358(__subclasshook__)
        1    0.000    0.000    0.000    0.000 merge.py:2020(<lambda>)
        1    0.000    0.000    0.000    0.000 table.py:31(<listcomp>)
        4    0.000    0.000    0.000    0.000 groupby.py:672(<listcomp>)
        1    0.000    0.000    0.000    0.000 excel.py:116(ExcelReader)
       17    0.000    0.000    0.000    0.000 range.py:260(step)
       18    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 effect.py:120(BiLevelEffect)
        1    0.000    0.000    0.000    0.000 colors.py:137(RgbColor)
        3    0.000    0.000    0.000    0.000 ElementTree.py:1267(IterParseIterator)
       13    0.000    0.000    0.000    0.000 colors.py:97(value)
        1    0.000    0.000    0.000    0.000 defined_name.py:178(_cleanup)
        1    0.000    0.000    0.000    0.000 effect.py:185(AlphaBiLevelEffect)
        2    0.000    0.000    0.000    0.000 indexing.py:2198(convert_missing_indexer)
        1    0.000    0.000    0.000    0.000 colors.py:170(index)
       31    0.000    0.000    0.000    0.000 {built-in method math.isinf}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
        8    0.000    0.000    0.000    0.000 base.py:3278(_can_reindex)
        8    0.000    0.000    0.000    0.000 namespace.py:4(namespaced)
        1    0.000    0.000    0.000    0.000 effect.py:368(SoftEdgesEffect)
       17    0.000    0.000    0.000    0.000 managers.py:1630(is_consolidated)
        1    0.000    0.000    0.000    0.000 excel.py:72(__init__)
        1    0.000    0.000    0.000    0.000 rule.py:119(ColorScale)
        1    0.000    0.000    0.000    0.000 table.py:47(HierarchyUsage)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:840(_sort_dispatcher)
        2    0.000    0.000    0.000    0.000 {built-in method now}
        1    0.000    0.000    0.000    0.000 __init__.py:214(_acquireLock)
        5    0.000    0.000    0.000    0.000 common.py:176(not_none)
       15    0.000    0.000    0.000    0.000 multiarray.py:321(where)
        1    0.000    0.000    0.000    0.000 table.py:59(ColHierarchiesUsage)
        1    0.000    0.000    0.000    0.000 base.py:187(Length)
       14    0.000    0.000    0.000    0.000 generic.py:1496(<genexpr>)
        1    0.000    0.000    0.000    0.000 common.py:59(ExternalReferenceForbidden)
        1    0.000    0.000    0.000    0.000 __init__.py:134(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 workbook.py:287(worksheets)
        4    0.000    0.000    0.000    0.000 blocks.py:276(__len__)
       18    0.000    0.000    0.000    0.000 base.py:451(asi8)
        1    0.000    0.000    0.000    0.000 worksheet.py:405(iter_rows)
        1    0.000    0.000    0.000    0.000 bound_dictionary.py:6(BoundDictionary)
        1    0.000    0.000    0.000    0.000 named_styles.py:251(__init__)
        1    0.000    0.000    0.000    0.000 sequence.py:11(Sequence)
        6    0.000    0.000    0.000    0.000 managers.py:782(nblocks)
        1    0.000    0.000    0.000    0.000 surface_chart.py:42(BandFormatList)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
       16    0.000    0.000    0.000    0.000 construction.py:277(<listcomp>)
        1    0.000    0.000    0.000    0.000 custom.py:51(CustomChartsheetViews)
       16    0.000    0.000    0.000    0.000 _base.py:370(close)
        1    0.000    0.000    0.000    0.000 hyperlink.py:38(HyperlinkList)
        2    0.000    0.000    0.000    0.000 bound_dictionary.py:17(__init__)
        2    0.000    0.000    0.000    0.000 dtypes.py:281(construct_from_string)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        2    0.000    0.000    0.000    0.000 named_styles.py:99(_set_index)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ElementTree.py:1778(C14NWriterTarget)
        2    0.000    0.000    0.000    0.000 merge.py:2057(_validate_operand)
        1    0.000    0.000    0.000    0.000 Image.py:3285(Exif)
        1    0.000    0.000    0.000    0.000 base.py:91(Min)
        1    0.000    0.000    0.000    0.000 protection.py:16(_Protected)
        1    0.000    0.000    0.000    0.000 smart_tags.py:30(SmartTagList)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 cache.py:173(ServerFormatList)
        1    0.000    0.000    0.000    0.000 text.py:577(GeomGuideList)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DummyCode)
        1    0.000    0.000    0.000    0.000 table.py:604(RowColField)
        1    0.000    0.000    0.000    0.000 excel.py:68(ExtensionList)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2907(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 serialisable.py:24(Serialisable)
        2    0.000    0.000    0.000    0.000 excel.py:62(__init__)
        1    0.000    0.000    0.000    0.000 cache.py:878(PageItem)
        6    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       10    0.000    0.000    0.000    0.000 {built-in method math.modf}
        1    0.000    0.000    0.000    0.000 fill.py:105(__init__)
        4    0.000    0.000    0.000    0.000 ops.py:247(<listcomp>)
        1    0.000    0.000    0.000    0.000 differential.py:65(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
       10    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 xdr.py:24(XDRTransform2D)
       12    0.000    0.000    0.000    0.000 multiarray.py:75(empty_like)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        3    0.000    0.000    0.000    0.000 multi.py:1460(<genexpr>)
        1    0.000    0.000    0.000    0.000 cell_range.py:426(__init__)
        1    0.000    0.000    0.000    0.000 concat.py:66(<listcomp>)
       16    0.000    0.000    0.000    0.000 construction.py:280(<listcomp>)
        4    0.000    0.000    0.000    0.000 managers.py:744(<listcomp>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:68(DefusedXMLParser)
        1    0.000    0.000    0.000    0.000 indexing.py:579(__call__)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 book.py:127(Name)
        1    0.000    0.000    0.000    0.000 table.py:80(RowHierarchiesUsage)
        1    0.000    0.000    0.000    0.000 numbers.py:179(__init__)
        1    0.000    0.000    0.000    0.000 cache.py:491(FieldUsage)
        1    0.000    0.000    0.000    0.000 external.py:93(ExternalSheetNames)
        1    0.000    0.000    0.000    0.000 cache.py:890(Page)
        1    0.000    0.000    0.000    0.000 cell.py:300(MergedCell)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
        2    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 data_source.py:171(Level)
        1    0.000    0.000    0.000    0.000 config.py:610(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 config.py:557(_get_root)
        1    0.000    0.000    0.000    0.000 excel.py:45(ExcelWriter)
        1    0.000    0.000    0.000    0.000 ElementTree.py:525(ElementTree)
        1    0.000    0.000    0.000    0.000 merge.py:1334(<listcomp>)
        1    0.000    0.000    0.000    0.000 image.py:21(Image)
        1    0.000    0.000    0.000    0.000 numbers.py:56(<listcomp>)
        1    0.000    0.000    0.000    0.000 rule.py:61(RuleType)
        9    0.000    0.000    0.000    0.000 cell_style.py:23(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 external.py:81(ExternalSheetDataSet)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1047(is_dataclass)
       11    0.000    0.000    0.000    0.000 numbers.py:136(builtin_format_code)
        2    0.000    0.000    0.000    0.000 dtype.py:187(construct_from_string)
        1    0.000    0.000    0.000    0.000 workbook.py:27(WorkbookParser)
        8    0.000    0.000    0.000    0.000 function_base.py:4306(_delete_dispatcher)
        1    0.000    0.000    0.000    0.000 formatting.py:166(Font)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 merge.py:15(MergeCell)
        1    0.000    0.000    0.000    0.000 sheet.py:2128(Note)
        1    0.000    0.000    0.000    0.000 pagebreak.py:86(ColBreak)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:377(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
       10    0.000    0.000    0.000    0.000 managers.py:1839(<lambda>)
        5    0.000    0.000    0.000    0.000 concat.py:584(_maybe_check_integrity)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 ElementTree.py:1515(XMLParser)
        1    0.000    0.000    0.000    0.000 excel.py:99(__set__)
        3    0.000    0.000    0.000    0.000 common.py:268(maybe_make_list)
        2    0.000    0.000    0.000    0.000 config.py:571(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 ElementTree.py:477(QName)
        1    0.000    0.000    0.000    0.000 zipfile.py:1394(namelist)
        1    0.000    0.000    0.000    0.000 api.py:254(<setcomp>)
        1    0.000    0.000    0.000    0.000 nested.py:58(NestedText)
        1    0.000    0.000    0.000    0.000 _writer.py:47(WorkbookWriter)
        4    0.000    0.000    0.000    0.000 base.py:2348(_get_unique_index)
        1    0.000    0.000    0.000    0.000 escape.py:3(<module>)
        1    0.000    0.000    0.000    0.000 common.py:26(DTDForbidden)
        1    0.000    0.000    0.000    0.000 stylesheet.py:148(custom_formats)
        1    0.000    0.000    0.000    0.000 indexed_list.py:4(IndexedList)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
       16    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 sequence.py:47(ValueSequence)
        5    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 base.py:27(Typed)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2350(_all_dispatcher)
